customer,location,soap_type,quantity,age,payment_type,,Points,Explanation/Questions,,,,,,
3024,suburban,twin,8,61,cash,,,,,,,,,
3025,suburban,twin,5,93,check,,,,,,,,,
3026,suburban,bundle,6,21,credit card,,,,,,,,,
3027,suburban,bundle,6,84,check,,,,,,,,,
3028,urban,bundle,4,32,check,,,,,,,,,
3029,urban,liquid,6,59,check,,,,,,,,,
3030,urban,liquid,NA,NA,NA,,,,,,,,,
3031,urban,liquid,2,26,cash,,,,,,,,,
3032,urban,liquid,1,44,credit card,,,,,,,,,
3033,urban,liquid,NA,NA,NA,,,,,,,,,
3034,rural,single,9,80,check,,,,,,,,,
3035,rural,single,9,63,credit card,,,,,,,,,
3036,rural,single,3,48,cash,,,,,,,,,
3037,rural,single,NA,NA,NA,,,,,,,,,
3038,rural,twin,3,69,check,,,,,,,,,
3039,rural,twin,6,42,check,,,,,,,,,
3040,rural,twin,10,74,check,,,,,,,,,
3041,suburban,twin,8,28,credit card,,,,,,,,,
3042,suburban,twin,6,23,cash,,,,,,,,,
3043,suburban,twin,4,22,check,,,,,,,,,
3044,suburban,twin,1,89,cash,,,,,,,,,
3045,suburban,twin,7,26,cash,,,,,,,,,
3046,suburban,twin,9,54,check,,,,,,,,,
3047,suburban,bundle,9,60,credit card,,,,,,,,,
3048,suburban,bundle,7,75,credit card,,,,,,,,,
3049,urban,bundle,NA,NA,NA,,,,,,,,,
3050,urban,liquid,4,83,cash,,,,,,,,,
3051,urban,liquid,4,78,credit card,,,,,,,,,
3052,urban,liquid,8,19,cash,,,,,,,,,
3053,urban,liquid,4,88,credit card,,,,,,,,,
3054,rural,single,10,66,check,,,,,,,,,
3055,rural,single,7,35,check,,,,,,,,,
3056,rural,single,3,34,cash,,,,,,,,,
3057,rural,single,7,56,cash,,,,,,,,,
3058,rural,single,3,83,cash,,,,,,,,,
3059,rural,single,5,40,credit card,,,,,,,,,
3060,rural,single,3,66,cash,,,,,,,,,
3061,suburban,twin,6,31,check,,,,,,,,,
3062,suburban,bundle,8,53,check,,,,,,,,,
3063,suburban,bundle,9,87,check,,,,,,,,,
3064,suburban,bundle,6,54,check,,,,,,,,,
3065,suburban,bundle,7,81,check,,,,,,,,,
3066,suburban,bundle,3,75,cash,,,,,,,,,
3067,urban,bundle,3,78,cash,,,,,,,,,
3068,urban,liquid,10,89,credit card,,,,,,,,,
3069,urban,liquid,9,42,cash,,,,,,,,,
3070,urban,liquid,2,24,credit card,,,,,,,,,
3071,rural,single,3,76,credit card,,,,,,,,,
3072,rural,single,8,82,cash,,,,,,,,,
3073,rural,single,10,30,check,,,,,,,,,
3074,rural,single,NA,NA,NA,,,,,,,,,
3075,rural,single,6,71,cash,,,,,,,,,
3076,rural,single,7,74,credit card,,,,,,,,,
3077,rural,single,10,96,credit card,,,,,,,,,
3078,rural,single,10,85,cash,,,,,,,,,
3079,rural,twin,10,90,check,,,,,,,,,
3080,suburban,twin,4,62,check,,,,,,,,,
3081,suburban,bundle,5,72,credit card,,,,,,,,,
3082,suburban,bundle,NA,NA,NA,,,,,,,,,
3083,suburban,bundle,8,52,credit card,,,,,,,,,
3084,urban,liquid,2,62,check,,,,,,,,,
3085,urban,liquid,10,74,check,,,,,,,,,
3086,rural,single,6,68,check,,,,,,,,,
3087,rural,single,8,93,credit card,,,,,,,,,
3088,rural,single,10,46,credit card,,,,,,,,,
3089,rural,single,2,25,check,,,,,,,,,
3090,rural,single,3,32,credit card,,,,,,,,,
3091,rural,single,7,27,check,,,,,,,,,
3092,rural,single,10,80,credit card,,,,,,,,,
3093,rural,single,2,27,check,,,,,,,,,
3094,rural,single,10,28,cash,,,,,,,,,
3095,rural,single,10,59,check,,,,,,,,,
3096,rural,single,4,19,cash,,,,,,,,,
3097,rural,single,5,54,cash,,,,,,,,,
3098,rural,single,9,55,credit card,,,,,,,,,
3099,rural,twin,9,30,credit card,,,,,,,,,
3100,rural,twin,8,72,check,,,,,,,,,
3101,suburban,twin,3,61,check,,,,,,,,,
3102,suburban,twin,10,96,cash,,,,,,,,,
3103,suburban,bundle,6,26,credit card,,,,,,,,,
3104,suburban,bundle,5,81,check,,,,,,,,,
3105,suburban,bundle,6,94,cash,,,,,,,,,
3106,suburban,bundle,7,82,cash,,,,,,,,,
3107,suburban,bundle,NA,NA,NA,,,,,,,,,
3108,urban,bundle,3,54,cash,,,,,,,,,
3109,urban,liquid,9,43,check,,,,,,,,,
3110,rural,single,NA,NA,NA,,,,,,,,,
3111,rural,single,3,45,cash,,,,,,,,,
3112,rural,single,1,25,credit card,,,,,,,,,
3113,rural,single,9,48,cash,,,,,,,,,
3114,rural,twin,2,77,credit card,,,,,,,,,
3115,suburban,twin,6,73,credit card,,,,,,,,,
3116,suburban,twin,4,41,check,,,,,,,,,
3117,suburban,twin,NA,NA,NA,,,,,,,,,
3118,suburban,bundle,9,74,credit card,,,,,,,,,
3119,suburban,bundle,7,24,credit card,,,,,,,,,
3120,suburban,bundle,7,19,check,,,,,,,,,
3121,suburban,bundle,10,62,cash,,,,,,,,,
3122,suburban,bundle,10,70,cash,,,,,,,,,
3123,urban,bundle,3,44,credit card,,,,,,,,,
3124,urban,liquid,4,48,check,,,,,,,,,
3125,urban,liquid,6,47,credit card,,,,,,,,,
3126,urban,liquid,4,24,credit card,,,,,,,,,
3127,urban,liquid,1,33,credit card,,,,,,,,,
3128,urban,liquid,10,22,check,,,,,,,,,
3129,rural,single,8,80,credit card,,,,,,,,,
3130,rural,single,3,79,cash,,,,,,,,,
3131,rural,single,10,19,cash,,,,,,,,,
3132,rural,single,3,93,credit card,,,,,,,,,
3133,rural,single,10,71,check,,,,,,,,,
3134,rural,single,8,94,check,,,,,,,,,
3135,rural,single,8,53,check,,,,,,,,,
3136,rural,twin,3,86,credit card,,,,,,,,,
3137,rural,twin,3,77,cash,,,,,,,,,
3138,suburban,twin,6,36,credit card,,,,,,,,,
3139,suburban,bundle,10,18,credit card,,,,,,,,,
3140,suburban,bundle,10,27,credit card,,,,,,,,,
3141,suburban,bundle,6,97,cash,,,,,,,,,
3142,suburban,bundle,6,77,check,,,,,,,,,
3143,suburban,bundle,5,38,cash,,,,,,,,,
3144,urban,bundle,1,85,credit card,,,,,,,,,
3145,urban,bundle,6,54,cash,,,,,,,,,
3146,urban,bundle,1,85,check,,,,,,,,,
3147,urban,liquid,8,64,credit card,,,,,,,,,
3148,urban,liquid,3,71,credit card,,,,,,,,,
3149,urban,liquid,4,67,check,,,,,,,,,
3150,urban,liquid,3,48,cash,,,,,,,,,
3151,urban,liquid,1,96,credit card,,,,,,,,,
3152,urban,liquid,6,40,check,,,,,,,,,
3153,rural,single,8,52,cash,,,,,,,,,
3154,rural,single,10,88,credit card,,,,,,,,,
3155,rural,single,5,27,credit card,,,,,,,,,
3156,rural,single,9,97,cash,,,,,,,,,
3157,rural,single,10,69,cash,,,,,,,,,
3158,rural,single,7,25,credit card,,,,,,,,,
3159,rural,single,5,18,check,,,,,,,,,
3160,rural,single,7,44,cash,,,,,,,,,
3161,rural,single,5,30,cash,,,,,,,,,
3162,rural,single,5,18,cash,,,,,,,,,
3163,rural,single,2,57,check,,,,,,,,,
3164,rural,twin,1,30,cash,,,,,,,,,
3165,rural,twin,10,89,cash,,,,,,,,,
3166,suburban,twin,2,96,credit card,,,,,,,,,
3167,suburban,twin,4,62,check,,,,,,,,,
3168,suburban,bundle,1,68,cash,,,,,,,,,
3169,suburban,bundle,1,40,cash,,,,,,,,,
3170,suburban,bundle,7,49,check,,,,,,,,,
3171,urban,bundle,9,51,credit card,,,,,,,,,
3172,urban,bundle,6,18,cash,,,,,,,,,
3173,urban,liquid,9,96,credit card,,,,,,,,,
3174,rural,single,5,54,check,,,,,,,,,
3175,rural,single,4,38,credit card,,,,,,,,,
3176,rural,single,2,88,credit card,,,,,,,,,
3177,rural,single,5,68,check,,,,,,,,,
3178,rural,single,10,22,credit card,,,,,,,,,
3179,rural,single,NA,NA,NA,,,,,,,,,
3180,rural,single,3,88,check,,,,,,,,,
3181,rural,single,7,65,credit card,,,,,,,,,
3182,rural,single,7,75,credit card,,,,,,,,,
3183,rural,single,NA,NA,NA,,,,,,,,,
3184,suburban,twin,1,18,cash,,,,,,,,,
3185,suburban,twin,3,52,cash,,,,,,,,,
3186,suburban,twin,9,81,cash,,,,,,,,,
3187,suburban,twin,9,51,credit card,,,,,,,,,
3188,suburban,twin,3,67,check,,,,,,,,,
3189,suburban,twin,6,65,check,,,,,,,,,
3190,suburban,bundle,1,95,cash,,,,,,,,,
3191,rural,single,1,56,check,,,,,,,,,
3192,rural,single,10,82,check,,,,,,,,,
3193,rural,single,5,74,credit card,,,,,,,,,
3194,rural,single,1,90,check,,,,,,,,,
3195,suburban,twin,8,34,check,,,,,,,,,
3196,suburban,twin,2,63,check,,,,,,,,,
3197,suburban,twin,NA,NA,NA,,,,,,,,,
3198,suburban,bundle,1,73,cash,,,,,,,,,
3199,suburban,bundle,3,85,cash,,,,,,,,,
3200,urban,liquid,6,64,cash,,,,,,,,,
3201,urban,liquid,8,93,check,,,,,,,,,
3202,urban,liquid,4,47,check,,,,,,,,,
3203,urban,liquid,1,26,credit card,,,,,,,,,
3204,urban,liquid,1,53,cash,,,,,,,,,
3205,rural,single,8,90,credit card,,,,,,,,,
3206,rural,single,10,26,credit card,,,,,,,,,
3207,rural,single,1,64,credit card,,,,,,,,,
3208,rural,single,NA,NA,NA,,,,,,,,,
3209,rural,single,9,72,cash,,,,,,,,,
3210,rural,single,1,58,check,,,,,,,,,
3211,rural,single,10,31,check,,,,,,,,,
3212,rural,single,NA,NA,NA,,,,,,,,,
3213,rural,single,7,76,check,,,,,,,,,
3214,rural,single,2,82,cash,,,,,,,,,
3215,rural,single,1,19,check,,,,,,,,,
3216,rural,single,10,69,check,,,,,,,,,
3217,rural,single,2,81,check,,,,,,,,,
3218,rural,single,2,97,credit card,,,,,,,,,
3219,rural,single,9,98,check,,,,,,,,,
3220,rural,twin,8,45,credit card,,,,,,,,,
3221,suburban,twin,1,90,check,,,,,,,,,
3222,suburban,twin,7,84,cash,,,,,,,,,
3223,suburban,twin,9,73,check,,,,,,,,,
3224,suburban,twin,1,42,check,,,,,,,,,
3225,suburban,bundle,7,75,cash,,,,,,,,,
3226,suburban,bundle,7,41,check,,,,,,,,,
3227,suburban,bundle,2,49,cash,,,,,,,,,
3228,suburban,bundle,3,22,credit card,,,,,,,,,
3229,urban,bundle,10,51,credit card,,,,,,,,,
3230,urban,liquid,1,94,check,,,,,,,,,
3231,urban,liquid,4,84,credit card,,,,,,,,,
3232,urban,liquid,5,92,check,,,,,,,,,
3233,urban,liquid,10,57,cash,,,,,,,,,
3234,urban,liquid,6,49,cash,,,,,,,,,
3235,urban,liquid,5,94,credit card,,,,,,,,,
3236,urban,liquid,2,29,cash,,,,,,,,,
3237,urban,liquid,NA,NA,NA,,,,,,,,,
3238,urban,liquid,4,39,credit card,,,,,,,,,
3239,urban,liquid,4,76,cash,,,,,,,,,
3240,rural,single,5,64,cash,,,,,,,,,
3241,rural,single,5,83,cash,,,,,,,,,
3242,rural,single,NA,NA,NA,,,,,,,,,
3243,rural,single,7,36,cash,,,,,,,,,
3244,rural,single,8,75,credit card,,,,,,,,,
3245,rural,single,9,62,credit card,,,,,,,,,
3246,rural,single,10,23,check,,,,,,,,,
3247,rural,twin,1,38,cash,,,,,,,,,
3248,rural,twin,6,77,credit card,,,,,,,,,
3249,suburban,twin,4,21,credit card,,,,,,,,,
3250,suburban,twin,2,44,check,,,,,,,,,
3251,suburban,twin,9,71,credit card,,,,,,,,,
3252,suburban,twin,4,56,credit card,,,,,,,,,
3253,suburban,twin,4,40,credit card,,,,,,,,,
3254,suburban,bundle,2,48,credit card,,,,,,,,,
3255,suburban,bundle,3,35,cash,,,,,,,,,
3256,suburban,bundle,4,91,credit card,,,,,,,,,
3257,urban,liquid,4,23,check,,,,,,,,,
3258,urban,liquid,3,69,check,,,,,,,,,
3259,urban,liquid,1,30,cash,,,,,,,,,
3260,rural,single,7,45,credit card,,,,,,,,,
3261,rural,single,8,89,credit card,,,,,,,,,
3262,rural,single,6,51,check,,,,,,,,,
3263,rural,single,6,62,cash,,,,,,,,,
3264,rural,twin,5,58,check,,,,,,,,,
3265,suburban,twin,1,52,cash,,,,,,,,,
3266,suburban,twin,7,74,cash,,,,,,,,,
3267,suburban,twin,2,83,credit card,,,,,,,,,
3268,suburban,twin,4,53,cash,,,,,,,,,
3269,suburban,twin,9,65,check,,,,,,,,,
3270,suburban,twin,6,94,cash,,,,,,,,,
3271,suburban,bundle,5,42,cash,,,,,,,,,
3272,suburban,bundle,NA,NA,NA,,,,,,,,,
3273,urban,bundle,2,37,credit card,,,,,,,,,
3274,urban,bundle,8,93,check,,,,,,,,,
3275,urban,liquid,3,86,cash,,,,,,,,,
3276,urban,liquid,10,18,credit card,,,,,,,,,
3277,urban,liquid,2,57,check,,,,,,,,,
3278,rural,single,6,48,cash,,,,,,,,,
3279,rural,single,5,46,credit card,,,,,,,,,
3280,rural,single,8,57,cash,,,,,,,,,
3281,rural,single,9,64,credit card,,,,,,,,,
3282,rural,single,8,90,cash,,,,,,,,,
3283,rural,single,6,69,check,,,,,,,,,
3284,rural,single,3,74,check,,,,,,,,,
3285,rural,single,3,29,cash,,,,,,,,,
3286,rural,single,5,74,cash,,,,,,,,,
3287,rural,single,7,60,cash,,,,,,,,,
3288,rural,twin,10,25,cash,,,,,,,,,
3289,rural,twin,8,33,credit card,,,,,,,,,
3290,rural,twin,NA,NA,NA,,,,,,,,,
3291,suburban,twin,10,83,credit card,,,,,,,,,
3292,suburban,bundle,8,38,credit card,,,,,,,,,
3293,suburban,bundle,6,85,credit card,,,,,,,,,
3294,suburban,bundle,10,46,credit card,,,,,,,,,
3295,suburban,bundle,3,61,cash,,,,,,,,,
3296,suburban,bundle,3,60,cash,,,,,,,,,
3297,suburban,bundle,1,43,credit card,,,,,,,,,
3298,urban,liquid,8,83,credit card,,,,,,,,,
3299,urban,liquid,4,87,cash,,,,,,,,,
3300,urban,liquid,NA,NA,NA,,,,,,,,,
3301,urban,liquid,2,57,check,,,,,,,,,
3302,rural,single,5,57,cash,,,,,,,,,
3303,rural,single,1,92,check,,,,,,,,,
3304,rural,single,7,29,check,,,,,,,,,
3305,suburban,twin,1,96,check,,,,,,,,,
3306,suburban,twin,2,95,cash,,,,,,,,,
3307,suburban,bundle,2,60,credit card,,,,,,,,,
3308,urban,liquid,8,26,credit card,,,,,,,,,
3309,urban,liquid,3,33,credit card,,,,,,,,,
3310,urban,liquid,6,93,cash,,,,,,,,,
3311,rural,single,9,91,credit card,,,,,,,,,
3312,rural,single,4,62,cash,,,,,,,,,
3313,rural,single,7,38,credit card,,,,,,,,,
3314,rural,single,3,48,check,,,,,,,,,
3315,rural,single,9,62,credit card,,,,,,,,,
3316,rural,single,1,26,cash,,,,,,,,,
3317,rural,single,10,31,cash,,,,,,,,,
3318,rural,single,NA,NA,NA,,,,,,,,,
3319,rural,single,1,84,cash,,,,,,,,,
3320,rural,single,4,73,cash,,,,,,,,,
3321,rural,single,5,23,cash,,,,,,,,,
3322,rural,twin,8,39,check,,,,,,,,,
3323,suburban,twin,1,67,check,,,,,,,,,
3324,suburban,twin,NA,NA,NA,,,,,,,,,
3325,suburban,twin,NA,NA,NA,,,,,,,,,
3326,suburban,twin,6,93,check,,,,,,,,,
3327,suburban,twin,8,53,credit card,,,,,,,,,
3328,suburban,bundle,6,43,cash,,,,,,,,,
3329,urban,bundle,3,20,cash,,,,,,,,,
3330,urban,liquid,8,60,credit card,,,,,,,,,
3331,urban,liquid,9,50,cash,,,,,,,,,
3332,urban,liquid,8,26,credit card,,,,,,,,,
3333,urban,liquid,2,22,check,,,,,,,,,
3334,rural,single,10,84,credit card,,,,,,,,,
3335,rural,single,7,89,cash,,,,,,,,,
3336,rural,single,1,63,cash,,,,,,,,,
3337,rural,single,2,43,credit card,,,,,,,,,
3338,rural,single,5,40,credit card,,,,,,,,,
3339,rural,single,10,86,credit card,,,,,,,,,
3340,rural,single,3,34,check,,,,,,,,,
3341,rural,single,3,94,cash,,,,,,,,,
3342,rural,single,2,80,cash,,,,,,,,,
3343,suburban,twin,5,57,credit card,,,,,,,,,
3344,suburban,twin,6,84,credit card,,,,,,,,,
3345,suburban,twin,3,72,credit card,,,,,,,,,
3346,suburban,bundle,2,68,credit card,,,,,,,,,
3347,suburban,bundle,3,69,cash,,,,,,,,,
3348,suburban,bundle,3,75,cash,,,,,,,,,
3349,suburban,bundle,1,56,cash,,,,,,,,,
3350,urban,bundle,10,57,check,,,,,,,,,
3351,urban,bundle,7,47,credit card,,,,,,,,,
3352,urban,liquid,NA,NA,NA,,,,,,,,,
3353,urban,liquid,5,37,check,,,,,,,,,
3354,urban,liquid,6,78,cash,,,,,,,,,
3355,urban,liquid,7,90,credit card,,,,,,,,,
3356,urban,liquid,10,28,cash,,,,,,,,,
3357,rural,single,3,94,credit card,,,,,,,,,
3358,rural,single,2,84,credit card,,,,,,,,,
3359,rural,single,3,33,credit card,,,,,,,,,
3360,rural,single,NA,NA,NA,,,,,,,,,
3361,rural,twin,3,86,check,,,,,,,,,
3362,rural,twin,NA,NA,NA,,,,,,,,,
3363,suburban,twin,7,87,check,,,,,,,,,
3364,suburban,twin,5,69,cash,,,,,,,,,
3365,suburban,twin,6,93,credit card,,,,,,,,,
3366,suburban,twin,4,95,cash,,,,,,,,,
3367,suburban,bundle,9,45,credit card,,,,,,,,,
3368,urban,bundle,7,92,check,,,,,,,,,
3369,urban,bundle,2,78,cash,,,,,,,,,
3370,urban,liquid,9,75,cash,,,,,,,,,
3371,urban,liquid,3,76,check,,,,,,,,,
3372,urban,liquid,10,64,cash,,,,,,,,,
3373,rural,single,2,31,credit card,,,,,,,,,
3374,rural,single,4,72,credit card,,,,,,,,,
3375,rural,single,7,20,credit card,,,,,,,,,
3376,rural,single,6,69,check,,,,,,,,,
3377,rural,single,8,69,cash,,,,,,,,,
3378,rural,single,8,39,cash,,,,,,,,,
3379,rural,single,9,83,cash,,,,,,,,,
3380,rural,single,7,44,credit card,,,,,,,,,
3381,rural,single,10,45,credit card,,,,,,,,,
3382,rural,single,6,83,check,,,,,,,,,
3383,rural,single,5,84,credit card,,,,,,,,,
3384,rural,twin,7,66,check,,,,,,,,,
3385,rural,twin,8,32,credit card,,,,,,,,,
3386,rural,twin,3,25,check,,,,,,,,,
3387,suburban,twin,1,38,cash,,,,,,,,,
3388,suburban,bundle,9,25,cash,,,,,,,,,
3389,suburban,bundle,10,46,credit card,,,,,,,,,
3390,suburban,bundle,6,84,cash,,,,,,,,,
3391,suburban,bundle,3,20,credit card,,,,,,,,,
3392,suburban,bundle,3,44,credit card,,,,,,,,,
3393,suburban,bundle,9,42,cash,,,,,,,,,
3394,suburban,bundle,5,45,cash,,,,,,,,,
3395,urban,bundle,8,28,cash,,,,,,,,,
3396,urban,bundle,5,72,cash,,,,,,,,,
3397,urban,liquid,3,84,check,,,,,,,,,
3398,urban,liquid,10,90,cash,,,,,,,,,
3399,urban,liquid,10,25,credit card,,,,,,,,,
3400,rural,single,NA,NA,NA,,,,,,,,,
3401,rural,single,9,23,cash,,,,,,,,,
3402,rural,single,NA,NA,NA,,,,,,,,,
3403,rural,single,9,29,credit card,,,,,,,,,
3404,rural,single,6,33,check,,,,,,,,,
3405,rural,single,2,68,credit card,,,,,,,,,
3406,rural,single,4,71,credit card,,,,,,,,,
3407,rural,twin,NA,NA,NA,,,,,,,,,
3408,rural,twin,9,30,cash,,,,,,,,,
3409,rural,twin,6,81,cash,,,,,,,,,
3410,suburban,twin,9,84,check,,,,,,,,,
3411,suburban,twin,10,53,check,,,,,,,,,
3412,suburban,twin,7,52,check,,,,,,,,,
3413,suburban,twin,6,65,check,,,,,,,,,
3414,suburban,twin,6,26,check,,,,,,,,,
3415,suburban,twin,5,33,credit card,,,,,,,,,
3416,suburban,bundle,2,71,credit card,,,,,,,,,
3417,suburban,bundle,NA,NA,NA,,,,,,,,,
3418,urban,liquid,7,77,credit card,,,,,,,,,
3419,urban,liquid,4,89,check,,,,,,,,,
3420,urban,liquid,3,85,check,,,,,,,,,
3421,urban,liquid,8,43,check,,,,,,,,,
3422,urban,liquid,1,54,check,,,,,,,,,
3423,rural,single,9,43,credit card,,,,,,,,,
3424,rural,single,8,23,cash,,,,,,,,,
3425,rural,single,5,88,cash,,,,,,,,,
3426,rural,single,6,96,credit card,,,,,,,,,
3427,suburban,twin,3,88,check,,,,,,,,,
3428,suburban,twin,1,87,credit card,,,,,,,,,
3429,suburban,twin,8,67,cash,,,,,,,,,
3430,suburban,twin,NA,NA,NA,,,,,,,,,
3431,suburban,bundle,6,23,credit card,,,,,,,,,
3432,suburban,bundle,6,96,cash,,,,,,,,,
3433,suburban,bundle,2,58,cash,,,,,,,,,
3434,suburban,bundle,7,18,cash,,,,,,,,,
3435,urban,bundle,1,97,cash,,,,,,,,,
3436,urban,liquid,10,90,check,,,,,,,,,
3437,urban,liquid,10,43,cash,,,,,,,,,
3438,rural,single,2,98,cash,,,,,,,,,
3439,rural,single,5,73,check,,,,,,,,,
3440,rural,single,10,30,cash,,,,,,,,,
3441,rural,single,9,24,credit card,,,,,,,,,
3442,rural,single,1,46,cash,,,,,,,,,
3443,rural,twin,5,68,cash,,,,,,,,,
3444,suburban,twin,1,71,credit card,,,,,,,,,
3445,suburban,twin,8,47,credit card,,,,,,,,,
3446,suburban,twin,4,30,credit card,,,,,,,,,
3447,suburban,twin,6,26,check,,,,,,,,,
3448,suburban,twin,7,25,check,,,,,,,,,
3449,suburban,bundle,9,38,credit card,,,,,,,,,
3450,suburban,bundle,5,31,cash,,,,,,,,,
3451,urban,liquid,NA,NA,NA,,,,,,,,,
3452,urban,liquid,NA,NA,NA,,,,,,,,,
3453,rural,single,10,35,cash,,,,,,,,,
3454,rural,single,7,79,check,,,,,,,,,
3455,rural,single,NA,NA,NA,,,,,,,,,
3456,rural,single,7,30,cash,,,,,,,,,
3457,rural,single,5,89,credit card,,,,,,,,,
3458,rural,twin,10,84,credit card,,,,,,,,,
3459,suburban,twin,10,84,credit card,,,,,,,,,
3460,suburban,twin,8,24,cash,,,,,,,,,
3461,suburban,twin,5,40,check,,,,,,,,,
3462,suburban,twin,1,64,credit card,,,,,,,,,
3463,suburban,bundle,9,34,check,,,,,,,,,
3464,suburban,bundle,6,51,credit card,,,,,,,,,
3465,suburban,bundle,3,51,cash,,,,,,,,,
3466,urban,liquid,9,78,check,,,,,,,,,
3467,urban,liquid,4,60,check,,,,,,,,,
3468,rural,single,9,33,cash,,,,,,,,,
3469,rural,single,6,85,credit card,,,,,,,,,
3470,rural,single,1,79,check,,,,,,,,,
3471,rural,single,5,92,credit card,,,,,,,,,
3472,rural,single,9,73,cash,,,,,,,,,
3473,rural,twin,10,97,cash,,,,,,,,,
3474,suburban,twin,1,75,credit card,,,,,,,,,
3475,suburban,twin,10,94,check,,,,,,,,,
3476,suburban,twin,9,38,credit card,,,,,,,,,
3477,suburban,twin,7,56,check,,,,,,,,,
3478,suburban,bundle,1,62,cash,,,,,,,,,
3479,suburban,bundle,4,59,credit card,,,,,,,,,
3480,suburban,bundle,6,22,credit card,,,,,,,,,
3481,suburban,bundle,3,74,cash,,,,,,,,,
3482,suburban,bundle,10,79,cash,,,,,,,,,
3483,suburban,bundle,NA,NA,NA,,,,,,,,,
3484,urban,bundle,8,28,check,,,,,,,,,
3485,urban,liquid,7,89,cash,,,,,,,,,
3486,urban,liquid,9,95,cash,,,,,,,,,
3487,urban,liquid,NA,NA,NA,,,,,,,,,
3488,rural,single,2,23,cash,,,,,,,,,
3489,rural,single,8,30,credit card,,,,,,,,,
3490,rural,single,7,30,check,,,,,,,,,
3491,rural,single,NA,NA,NA,,,,,,,,,
3492,rural,single,3,95,cash,,,,,,,,,
3493,rural,single,2,74,cash,,,,,,,,,
3494,rural,single,6,81,credit card,,,,,,,,,
3495,rural,twin,5,81,check,,,,,,,,,
3496,rural,twin,5,24,credit card,,,,,,,,,
3497,suburban,twin,3,42,cash,,,,,,,,,
3498,suburban,twin,7,21,check,,,,,,,,,
3499,suburban,bundle,4,36,credit card,,,,,,,,,
3500,suburban,bundle,5,43,credit card,,,,,,,,,
3501,suburban,bundle,5,96,check,,,,,,,,,
3502,suburban,bundle,10,62,check,,,,,,,,,
3503,suburban,bundle,4,36,check,,,,,,,,,
3504,suburban,bundle,4,79,credit card,,,,,,,,,
3505,suburban,bundle,1,28,credit card,,,,,,,,,
3506,urban,liquid,8,41,cash,,,,,,,,,
3507,urban,liquid,8,45,check,,,,,,,,,
3508,rural,single,6,84,credit card,,,,,,,,,
3509,rural,single,5,50,check,,,,,,,,,
3510,rural,single,9,58,cash,,,,,,,,,
3511,rural,single,3,40,cash,,,,,,,,,
3512,rural,single,7,48,credit card,,,,,,,,,
3513,rural,single,3,32,cash,,,,,,,,,
3514,rural,single,6,73,check,,,,,,,,,
3515,rural,single,9,70,cash,,,,,,,,,
3516,suburban,twin,NA,NA,NA,,,,,,,,,
3517,suburban,bundle,10,73,check,,,,,,,,,
3518,suburban,bundle,10,50,cash,,,,,,,,,
3519,suburban,bundle,8,69,credit card,,,,,,,,,
3520,suburban,bundle,6,58,credit card,,,,,,,,,
3521,urban,liquid,8,31,cash,,,,,,,,,
3522,urban,liquid,4,92,cash,,,,,,,,,
3523,urban,liquid,NA,NA,NA,,,,,,,,,
3524,rural,single,1,48,check,,,,,,,,,
3525,rural,single,NA,NA,NA,,,,,,,,,
3526,rural,single,4,85,check,,,,,,,,,
3527,rural,single,NA,NA,NA,,,,,,,,,
3528,rural,single,7,91,check,,,,,,,,,
3529,rural,single,7,24,cash,,,,,,,,,
3530,rural,twin,9,21,check,,,,,,,,,
3531,suburban,twin,6,82,check,,,,,,,,,
3532,suburban,twin,1,38,credit card,,,,,,,,,
3533,suburban,twin,6,65,check,,,,,,,,,
3534,suburban,twin,10,84,cash,,,,,,,,,
3535,suburban,bundle,5,57,check,,,,,,,,,
3536,suburban,bundle,7,86,cash,,,,,,,,,
3537,suburban,bundle,1,63,credit card,,,,,,,,,
3538,suburban,bundle,9,42,credit card,,,,,,,,,
3539,urban,liquid,10,83,cash,,,,,,,,,
3540,urban,liquid,8,56,cash,,,,,,,,,
3541,urban,liquid,3,38,check,,,,,,,,,
3542,urban,liquid,10,51,check,,,,,,,,,
3543,rural,single,7,35,check,,,,,,,,,
3544,rural,single,7,29,cash,,,,,,,,,
3545,rural,single,5,79,check,,,,,,,,,
3546,rural,single,7,31,credit card,,,,,,,,,
3547,rural,single,5,84,check,,,,,,,,,
3548,rural,single,NA,NA,NA,,,,,,,,,
3549,rural,single,7,98,credit card,,,,,,,,,
3550,suburban,twin,3,64,cash,,,,,,,,,
3551,suburban,twin,7,55,cash,,,,,,,,,
3552,suburban,twin,7,78,cash,,,,,,,,,
3553,suburban,bundle,3,43,cash,,,,,,,,,
3554,suburban,bundle,5,35,check,,,,,,,,,
3555,suburban,bundle,8,63,check,,,,,,,,,
3556,suburban,bundle,7,41,credit card,,,,,,,,,
3557,urban,bundle,6,85,credit card,,,,,,,,,
3558,urban,liquid,2,57,check,,,,,,,,,
3559,urban,liquid,9,40,credit card,,,,,,,,,
3560,rural,single,7,96,credit card,,,,,,,,,
3561,rural,single,1,78,cash,,,,,,,,,
3562,rural,single,4,22,check,,,,,,,,,
3563,rural,single,1,59,credit card,,,,,,,,,
3564,rural,single,4,79,credit card,,,,,,,,,
3565,rural,single,8,72,credit card,,,,,,,,,
3566,rural,twin,2,41,credit card,,,,,,,,,
3567,suburban,twin,5,35,check,,,,,,,,,
3568,suburban,twin,5,66,credit card,,,,,,,,,
3569,suburban,twin,1,95,check,,,,,,,,,
